date,code,open,high,low,close,volume,amount,adjustflag,股票代码,股票名称
2024-01-18,sz.300917,23.4373984000,23.7244273500,22.6851846000,23.3879106500,2855755,66772684.4200,2,300917,特发服务
2024-01-19,sz.300917,23.3978082000,24.0114563000,23.1899596500,23.3978082000,2638407,62951607.7200,2,300917,特发服务
2024-01-22,sz.300917,23.0711890500,23.4176033000,21.5172737000,21.9824585500,3015675,68613804.6500,2,300917,特发服务
2024-01-23,sz.300917,21.7746100000,22.4575409500,21.5370688000,22.3288728000,2452500,54698184.0000,2,300917,特发服务
2024-01-24,sz.300917,22.2991801500,23.4868861500,22.2991801500,23.3582180000,4680200,109030773.6000,2,300917,特发服务
2024-01-25,sz.300917,24.3479730000,25.4960888000,23.5759641000,24.9814162000,10293887,257280542.2600,2,300917,特发服务
2024-01-26,sz.300917,25.2189574000,29.9796789500,25.2189574000,29.9796789500,30126223,884894997.5900,2,300917,特发服务
2024-01-29,sz.300917,29.0592068000,29.8807034500,26.2582001500,26.4363560500,25509436,722070832.8600,2,300917,特发服务
2024-01-30,sz.300917,25.1793672000,25.5950643000,23.2196523000,23.2196523000,17781830,435415204.8500,2,300917,特发服务
2024-01-31,sz.300917,23.5759641000,24.3479730000,22.2101022000,22.4377458500,11608038,269915479.9700,2,300917,特发服务
2024-02-01,sz.300917,21.9824585500,22.3684630000,20.6858795000,21.4776835000,9597889,207722108.7300,2,300917,特发服务
2024-02-02,sz.300917,21.6558394000,23.6254518500,21.3985031000,22.1309218000,14341487,327406961.5300,2,300917,特发服务
2024-02-05,sz.300917,21.5766590000,21.7548149000,18.9142180500,19.0527837500,12115757,243743008.8500,2,300917,特发服务
2024-02-06,sz.300917,18.5084185000,20.2899775000,17.3405076000,19.6268416500,9849299,186280115.5800,2,300917,特发服务
2024-02-07,sz.300917,19.6169441000,20.0722314000,18.7063695000,19.0131935500,8507461,167255577.5900,2,300917,特发服务
2024-02-08,sz.300917,19.7060220500,20.6363917500,19.5179686000,20.5473138000,8857726,179778341.6400,2,300917,特发服务
2024-02-19,sz.300917,20.5770064500,22.2595899500,19.8742804000,21.9329708000,11957587,256022662.2500,2,300917,特发服务
2024-02-20,sz.300917,21.4578884000,22.5268238000,21.4380933000,22.1210242500,10432329,232027308.3200,2,300917,特发服务
2024-02-21,sz.300917,22.7445699000,24.1005342500,22.5268238000,22.7643650000,14607609,344060985.4000,2,300917,特发服务
2024-02-22,sz.300917,22.2397948500,23.2097547500,22.2002046500,23.0118037500,11230280,257825417.1400,2,300917,特发服务
2024-02-23,sz.300917,22.7643650000,23.6452469500,22.7643650000,23.4670910500,9418449,220334363.4000,2,300917,特发服务
2024-02-26,sz.300917,23.2394474000,23.5561690000,22.8633405000,23.1800621000,8369302,195960128.6700,2,300917,特发服务
2024-02-27,sz.300917,22.8732380500,24.0708416000,22.7940576500,24.0708416000,9834541,234420788.8000,2,300917,特发服务
2024-02-28,sz.300917,23.9520710000,24.4964362500,22.2892826000,22.3486679000,11258041,269174978.4300,2,300917,特发服务
2024-02-29,sz.300917,22.2694875000,22.9920086500,22.0616389500,22.9227258000,6839335,156563848.1400,2,300917,特发服务
2024-03-01,sz.300917,23.1503694500,24.1797146500,22.9326233500,23.7046322500,9052391,215490425.1900,2,300917,特发服务
2024-03-04,sz.300917,23.1602670000,23.6056567500,22.7643650000,23.3681155500,7683406,179673972.7800,2,300917,特发服务
2024-03-05,sz.300917,23.0711890500,23.6155543000,22.7841601000,23.2295498500,5811138,136081340.8500,2,300917,特发服务
2024-03-06,sz.300917,23.0217013000,23.4769886000,22.9425209000,23.1503694500,4371950,102509296.7000,2,300917,特发服务
2024-03-07,sz.300917,23.0118037500,23.8629930500,23.0118037500,23.7145298000,9504404,225394957.1800,2,300917,特发服务
2024-03-08,sz.300917,23.4868861500,23.5165788000,22.5664140000,23.2394474000,7348896,171419648.9800,2,300917,特发服务
2024-03-11,sz.300917,23.1602670000,23.5561690000,23.0513939500,23.5264763500,6188407,145940405.8400,2,300917,特发服务
2024-03-12,sz.300917,23.4176033000,25.9810687500,23.3186278000,25.2288549500,16228926,403748582.7200,2,300917,特发服务
2024-03-13,sz.300917,24.3974607500,24.6350019500,23.9124808000,24.2489975000,10650277,260555422.8700,2,300917,特发服务
2024-03-14,sz.300917,24.1500220000,25.4268059500,24.0708416000,25.0408015000,13886561,348103468.9900,2,300917,特发服务
2024-03-15,sz.300917,24.5459240000,24.9418260000,23.9520710000,24.5162313500,8862679,217826901.3300,2,300917,特发服务
2024-03-18,sz.300917,24.4766411500,24.5360264500,23.9619685500,24.5162313500,6805983,166677364.6300,2,300917,特发服务
2024-03-19,sz.300917,24.3380754500,24.7735676500,24.2094073000,24.2687926000,6759364,167338702.2000,2,300917,特发服务
2024-03-20,sz.300917,24.1401244500,24.3380754500,23.9817636500,24.2193048500,4961665,121183320.6600,2,300917,特发服务
2024-03-21,sz.300917,24.1500220000,25.3872157500,24.1500220000,24.8923382500,10117897,253690749.4800,2,300917,特发服务
2024-03-22,sz.300917,24.6152068500,25.6148594000,24.3578705500,25.1199819000,12801588,324946122.9400,2,300917,特发服务
2024-03-25,sz.300917,24.8131578500,27.0203115000,24.2687926000,25.9117859000,16199691,419547167.1600,2,300917,特发服务
2024-03-26,sz.300917,25.2981378000,27.9011934500,25.1397770000,27.4854963500,19104337,509551598.9800,2,300917,特发服务
2024-03-27,sz.300917,26.6639997000,27.7032424500,26.1295320000,26.5848193000,14267531,385805450.0500,2,300917,特发服务
2024-03-28,sz.300917,26.1097369000,27.6933449000,25.6346545000,26.7530776500,13890713,371835602.4800,2,300917,特发服务
2024-03-29,sz.300917,26.0899418000,26.3868683000,25.0210064000,25.0210064000,10623969,276270152.3300,2,300917,特发服务
2024-04-01,sz.300917,24.9022358000,25.5851667500,24.9022358000,25.4367035000,6229228,158972588.3200,2,300917,特发服务
2024-04-02,sz.300917,25.5356790000,26.5551266500,25.0408015000,25.7336300000,8920861,232938349.9700,2,300917,特发服务
2024-04-03,sz.300917,25.2387525000,25.4169084000,24.0807391500,24.0807391500,8554214,212540036.7100,2,300917,特发服务
2024-04-08,sz.300917,23.9025832500,24.3677681000,23.1701645500,23.5957592000,5489212,131933752.8800,2,300917,特发服务
2024-04-09,sz.300917,23.6353494000,24.3875632000,23.4571935000,24.2984852500,4430127,107526770.6600,2,300917,特发服务
2024-04-10,sz.300917,24.1401244500,24.2984852500,22.8237503000,23.2394474000,4312100,102190103.5800,2,300917,特发服务
2024-04-11,sz.300917,22.9623160000,23.5165788000,22.8831356000,23.2592425000,2933492,69051718.3600,2,300917,特发服务
2024-04-12,sz.300917,23.3879106500,23.5066812500,22.3684630000,22.4179507500,4130553,95166946.2300,2,300917,特发服务
2024-04-15,sz.300917,22.1705120000,22.7247748000,21.4776835000,21.8043026500,3973034,88103260.9300,2,300917,特发服务
2024-04-16,sz.300917,21.8240977500,22.4674385000,20.7353672500,21.9527659000,5612292,121883717.4000,2,300917,特发服务
2024-04-17,sz.300917,21.7845075500,22.8633405000,21.7746100000,22.8633405000,4624329,105791209.0100,2,300917,特发服务
2024-04-18,sz.300917,22.5664140000,23.1008817000,22.3684630000,22.4476434000,3674559,84347341.7600,2,300917,特发服务
2024-04-19,sz.300917,22.4377458500,22.9722135500,22.1507169000,22.2496924000,3120650,70939760.3100,2,300917,特发服务
2024-04-22,sz.300917,22.5664140000,23.5462714500,22.5565164500,22.5763115500,4391348,101912235.3700,2,300917,特发服务
2024-04-23,sz.300917,22.2694875000,22.6950821500,22.1111267000,22.2298973000,3801493,85630747.2900,2,300917,特发服务
2024-04-24,sz.300917,22.2595899500,22.6851846000,22.0913316000,22.5664140000,3235375,73335199.0300,2,300917,特发服务
2024-04-25,sz.300917,22.5862091000,23.4472959500,22.5367213500,23.1503694500,5170913,120496138.8500,2,300917,特发服务
2024-04-26,sz.300917,22.9128282500,25.2090598500,22.5664140000,24.6251044000,11891058,289173476.7400,2,300917,特发服务
2024-04-29,sz.300917,24.2687926000,29.5540843000,24.2292024000,29.5540843000,31566334,896488992.2200,2,300917,特发服务
2024-04-30,sz.300917,28.7622803000,28.9998215000,26.6837948000,27.0697992500,26492121,742304232.4400,2,300917,特发服务
2024-05-06,sz.300917,28.1585297500,29.6728549000,27.4854963500,27.6141645000,26824958,770061777.6400,2,300917,特发服务
2024-05-07,sz.300917,27.0401066000,29.2769529000,26.7233850000,28.3267881000,25273950,707598788.7000,2,300917,特发服务
2024-05-08,sz.300917,26.6541021500,27.1192870000,25.9810687500,26.1097369000,17052154,456668564.5100,2,300917,特发服务
2024-05-09,sz.300917,26.6541021500,27.7131400000,26.2285075000,26.8718482500,16751721,455381450.3500,2,300917,特发服务
2024-05-10,sz.300917,27.1687747500,31.7810330500,26.6046144000,29.3363382000,29823095,863255542.1500,2,300917,特发服务
2024-05-13,sz.300917,27.7131400000,28.8018705000,27.2380576000,28.1684273000,20019039,569831961.5600,2,300917,特发服务
2024-05-14,sz.300917,27.4657012500,28.3762758500,27.0005164000,27.2974429000,16241285,452112348.2700,2,300917,特发服务
2024-05-15,sz.300917,27.0895943500,30.3260932000,26.8025654000,28.9008460000,27011129,776857271.0400,2,300917,特发服务
2024-05-16,sz.300917,28.5247391000,34.4929617500,28.3069930000,32.6619150000,32201445,1024554921.1300,2,300917,特发服务
2024-05-17,sz.300917,32.9489439500,39.1942980000,31.7909306000,39.1942980000,35118049,1227541765.5400,2,300917,特发服务
2024-05-20,sz.300917,36.6704227500,43.7273759000,36.3240085000,40.4809795000,34649864,1377829377.2500,2,300917,特发服务
2024-05-21,sz.300917,39.3823514500,47.7853714000,39.3823514500,46.5184850000,33095078,1429945216.8100,2,300917,特发服务
2024-05-22,sz.300917,47.4092645000,53.6447210000,45.5386275500,49.1611308500,34191801,1712230430.4600,2,300917,特发服务
2024-05-23,sz.300917,47.5280351000,51.2495139000,46.3205340000,50.4181197000,29387309,1437162042.8400,2,300917,特发服务
2024-05-24,sz.300917,47.7143040000,47.7739468800,41.8295398400,45.0900172800,23889409,1089652603.8300,2,300917,特发服务
2024-05-27,sz.300917,46.2729344000,46.7202560000,44.6327552000,46.4916249600,19398360,892140332.6000,2,300917,特发服务
2024-05-28,sz.300917,46.6208512000,47.5055539200,41.7201945600,42.2569804800,23313667,1026254715.0800,2,300917,特发服务
2024-05-29,sz.300917,41.5512064000,45.4975769600,41.5512064000,43.1715046400,21917821,958070614.1200,2,300917,特发服务
2024-05-30,sz.300917,41.2629324800,42.9229926400,39.7221580800,39.9408486400,20073541,824316000.7500,2,300917,特发服务
2024-05-31,sz.300917,40.0303129600,40.6863846400,38.7678720000,39.7122176000,13686376,546992770.4100,2,300917,特发服务
2024-06-03,sz.300917,39.6128128000,40.1893606400,38.9169792000,39.4239436800,10897056,433598135.0500,2,300917,特发服务
2024-06-04,sz.300917,39.7320985600,43.3007308800,38.8672768000,41.7997184000,26865441,1113214029.1500,2,300917,特发服务
2024-06-05,sz.300917,40.4577536000,40.4577536000,37.9428121600,37.9428121600,20288062,793611190.0200,2,300917,特发服务
2024-06-06,sz.300917,37.4954905600,38.5790028800,36.5710259200,37.5153715200,13248730,499971543.5000,2,300917,特发服务
2024-06-07,sz.300917,37.7241216000,40.1098368000,37.7241216000,38.8672768000,20336326,795586768.0000,2,300917,特发服务
2024-06-11,sz.300917,38.4795980800,38.5193600000,36.3026329600,37.6445977600,15711352,592715289.1400,2,300917,特发服务
2024-06-12,sz.300917,37.6644787200,38.4199552000,37.1475737600,38.1018598400,10155923,387948478.3400,2,300917,特发服务
2024-06-13,sz.300917,39.4537651200,40.3583488000,37.0779904000,37.7738240000,18164595,696885561.7000,2,300917,特发服务
2024-06-14,sz.300917,37.5948953600,41.2529920000,36.7797760000,39.2648960000,23399246,915896868.5500,2,300917,特发服务
2024-06-17,sz.300917,37.9229312000,38.2708480000,36.8990617600,37.1773952000,16827144,634331739.5200,2,300917,特发服务
2024-06-18,sz.300917,36.8394188800,38.3901337600,36.8394188800,37.6545382400,12806294,485655522.8400,2,300917,特发服务
2024-06-19,sz.300917,37.6644787200,38.7479910400,37.1873356800,38.0223360000,12435395,476349958.5900,2,300917,特发服务
2024-06-20,sz.300917,37.6943001600,37.9428121600,35.7459660800,35.8354304000,12333895,457671164.7700,2,300917,特发服务
2024-06-21,sz.300917,36.5113830400,37.0978713600,35.8751923200,36.5312640000,8830343,325062281.6700,2,300917,特发服务
2024-06-24,sz.300917,35.8056089600,36.4318592000,34.5034060800,34.5928704000,9058982,321504536.1600,2,300917,特发服务
2024-06-25,sz.300917,34.2946560000,37.0581094400,33.9069772800,35.5968588800,16783787,603470700.3900,2,300917,特发服务
2024-06-26,sz.300917,35.3781683200,36.0441804800,34.7320371200,35.4179302400,11674100,413916911.0000,2,300917,特发服务
2024-06-27,sz.300917,36.0740019200,37.6545382400,34.8115609600,34.8115609600,18933871,693479439.3300,2,300917,特发服务
2024-06-28,sz.300917,34.6525132800,35.9646566400,34.0958464000,34.3642393600,15641312,546895497.8000,2,300917,特发服务
2024-07-01,sz.300917,33.9964416000,38.5889433600,33.9964416000,36.8592998400,23260275,860075026.2200,2,300917,特发服务
2024-07-02,sz.300917,36.8791808000,37.8732288000,35.1395968000,35.3781683200,17827148,656680861.0500,2,300917,特发服务
2024-07-03,sz.300917,35.4576921600,37.2270976000,34.4735846400,35.7161446400,16215137,589037175.5700,2,300917,特发服务
2024-07-04,sz.300917,34.9706086400,34.9904896000,33.1017984000,33.4497152000,13930800,476215788.0000,2,300917,特发服务
2024-07-05,sz.300917,33.2111436800,33.3602508800,32.1673932800,32.4854886400,8315775,273542039.0000,2,300917,特发服务
2024-07-08,sz.300917,32.3065600000,32.6942387200,31.3820953600,31.6306073600,6965446,222981410.2000,2,300917,特发服务
2024-07-09,sz.300917,31.6803097600,31.9785241600,30.4278092800,31.8791193600,8840400,278176015.7200,2,300917,特发服务
2024-07-10,sz.300917,31.4119168000,32.2469171200,30.7260236800,31.7399526400,7017143,223979317.6100,2,300917,特发服务
2024-07-11,sz.300917,32.2270361600,33.0322150400,31.3125120000,32.4556672000,11454749,372820729.6300,2,300917,特发服务
2024-07-12,sz.300917,32.4755481600,36.1535257600,32.3065600000,33.7678105600,21460226,744623146.6900,2,300917,特发服务
2024-07-15,sz.300917,32.3463219200,32.9626316800,32.0779289600,32.5351910400,11988335,391433730.5700,2,300917,特发服务
2024-07-16,sz.300917,32.5053696000,33.6584652800,32.1375718400,33.0322150400,11700558,387198917.1100,2,300917,特发服务
2024-07-17,sz.300917,32.7638220800,35.4278707200,32.7638220800,33.6982272000,17997819,621721624.7200,2,300917,特发服务
2024-07-18,sz.300917,33.4000128000,34.0958464000,31.6107264000,32.6644172800,13714627,450200811.1000,2,300917,特发服务
2024-07-19,sz.300917,32.1673932800,32.2966195200,31.1137024000,31.6703692800,11900107,377241500.1600,2,300917,特发服务
2024-07-22,sz.300917,31.6107264000,32.1872742400,31.3025715200,31.9685836800,8414738,269203700.8100,2,300917,特发服务
2024-07-23,sz.300917,31.9685836800,32.6544768000,31.1137024000,31.1634048000,9986541,321659673.5800,2,300917,特发服务
2024-07-24,sz.300917,31.1335833600,31.2727500800,29.7220352000,29.8015590400,9155413,279299143.0700,2,300917,特发服务
2024-07-25,sz.300917,29.8015590400,30.8154880000,29.7518566400,29.7717376000,7102900,215351044.0000,2,300917,特发服务
2024-07-26,sz.300917,29.6723328000,30.8950118400,29.5232256000,30.5172736000,9215400,281213042.0000,2,300917,特发服务
2024-07-29,sz.300917,30.5172736000,31.6206668800,30.0500710400,31.0739404800,8923847,277165618.9900,2,300917,特发服务
2024-07-30,sz.300917,30.8154880000,33.1813222400,30.7459046400,32.2071552000,17440148,562572857.9600,2,300917,特发服务
2024-07-31,sz.300917,31.6107264000,33.3403699200,30.6663808000,32.7439411200,18040450,580722669.2200,2,300917,特发服务
2024-08-01,sz.300917,32.4159052800,32.9328102400,31.6306073600,31.8294169600,11145948,359065992.1000,2,300917,特发服务
2024-08-02,sz.300917,31.4019763200,32.8035840000,31.3522739200,31.6902502400,12050953,389805441.4300,2,300917,特发服务
2024-08-05,sz.300917,31.2230476800,32.6345958400,30.7260236800,30.7260236800,10987257,351109765.7100,2,300917,特发服务
2024-08-06,sz.300917,31.2727500800,32.7936435200,30.9447142400,32.6345958400,15520745,500195491.9700,2,300917,特发服务
2024-08-07,sz.300917,32.1872742400,32.4854886400,31.3125120000,31.6206668800,10995810,350919922.1400,2,300917,特发服务
2024-08-08,sz.300917,32.7439411200,36.0839424000,32.5053696000,33.2310246400,24582027,832215110.0600,2,300917,特发服务
2024-08-09,sz.300917,32.2071552000,38.6485862400,32.0580480000,36.2628710400,27563948,990418048.9400,2,300917,特发服务
2024-08-12,sz.300917,34.7717990400,36.0242995200,33.9367987200,34.3940608000,18029859,628785323.8400,2,300917,特发服务
2024-08-13,sz.300917,33.8473344000,35.2986444800,33.3006080000,34.1952512000,12868995,442651006.7900,2,300917,特发服务
2024-08-14,sz.300917,33.7976320000,34.7717990400,33.5789414400,33.8274534400,10504630,359500416.7000,2,300917,特发服务
2024-08-15,sz.300917,33.4795366400,35.2688230400,32.2966195200,34.6922752000,18121569,617569761.9500,2,300917,特发服务
2024-08-16,sz.300917,33.2509056000,34.0461440000,32.6147148800,32.6246553600,15047961,502880744.0800,2,300917,特发服务
2024-08-19,sz.300917,31.6206668800,32.3065600000,31.0640000000,31.2230476800,10610300,336918982.1100,2,300917,特发服务
2024-08-20,sz.300917,31.1236428800,31.6107264000,30.5868569600,31.0043571200,7047750,220102390.4000,2,300917,特发服务
2024-08-21,sz.300917,31.1037619200,32.1574528000,30.6166784000,31.7498931200,9292430,295339790.7500,2,300917,特发服务
2024-08-22,sz.300917,32.0679884800,32.7340006400,30.1196544000,30.2289996800,12157106,389452508.0800,2,300917,特发服务
2024-08-23,sz.300917,29.5530470400,29.8015590400,28.1414988800,28.1912012800,12157807,352472368.8700,2,300917,特发服务
2024-08-26,sz.300917,27.8333440000,28.9069158400,27.8333440000,28.8671539200,7648981,219644395.9000,2,300917,特发服务
2024-08-27,sz.300917,28.9665587200,29.1156659200,27.6544153600,27.8631654400,6405900,181013168.2800,2,300917,特发服务
2024-08-28,sz.300917,27.6345344000,28.0917964800,27.4357248000,27.7637606400,4256622,118976648.2600,2,300917,特发服务
2024-08-29,sz.300917,27.9029273600,28.5589990400,27.7538201600,28.3204275200,5765500,163389319.5600,2,300917,特发服务
2024-08-30,sz.300917,28.3104870400,33.6783462400,28.2409036800,31.2528691200,20659934,647062814.7200,2,300917,特发服务
2024-09-02,sz.300917,30.6663808000,30.7956070400,29.7220352000,29.8114995200,14221564,431121696.6800,2,300917,特发服务
2024-09-03,sz.300917,29.6226304000,30.8254284800,29.3840588800,30.3880473600,11477451,349190717.8500,2,300917,特发服务
2024-09-04,sz.300917,29.9407257600,31.0938214400,29.8114995200,29.9705472000,8515526,260467445.6800,2,300917,特发服务
2024-09-05,sz.300917,31.4119168000,31.8294169600,30.6862617600,30.8055475200,13431140,421671451.9000,2,300917,特发服务
2024-09-06,sz.300917,30.1196544000,31.1137024000,29.8711424000,30.2488806400,10101510,307572808.6000,2,300917,特发服务
2024-09-09,sz.300917,29.7021542400,30.3781068800,29.0460825600,30.2091187200,6183600,186379971.4300,2,300917,特发服务
2024-09-10,sz.300917,30.2588211200,30.4079283200,29.6226304000,30.1494758400,5788008,174593773.2800,2,300917,特发服务
2024-09-11,sz.300917,29.8313804800,30.7160832000,29.7518566400,30.2289996800,7100742,216409094.8000,2,300917,特发服务
2024-09-12,sz.300917,30.0301900800,30.7558451200,29.5033446400,29.5629875200,7132601,215555546.1600,2,300917,特发服务
2024-09-13,sz.300917,29.9208448000,31.0142976000,29.8313804800,30.2091187200,11757517,360602193.1600,2,300917,特发服务
2024-09-18,sz.300917,30.2488806400,34.6922752000,30.2289996800,32.8930483200,19358862,624143545.0000,2,300917,特发服务
2024-09-19,sz.300917,32.9029888000,35.7857280000,32.5848934400,33.3801318400,21932946,751302535.5500,2,300917,特发服务
2024-09-20,sz.300917,32.1574528000,34.6723942400,32.1077504000,34.0560844800,19702536,667164372.9400,2,300917,特发服务
2024-09-23,sz.300917,32.8035840000,34.6922752000,32.7041792000,34.3741798400,14163456,484070030.9000,2,300917,特发服务
2024-09-24,sz.300917,36.1634662400,37.0581094400,33.8175129600,35.2091801600,23347466,830468309.0800,2,300917,特发服务
2024-09-25,sz.300917,34.7022156800,39.1555507200,34.7022156800,35.2390016000,24384809,902188893.7800,2,300917,特发服务
2024-09-26,sz.300917,33.4994176000,42.2868019200,33.4994176000,42.2868019200,30174457,1134326732.8000,2,300917,特发服务
2024-09-27,sz.300917,45.2590054400,50.7461504000,43.5790643200,50.7461504000,31758750,1501149212.1800,2,300917,特发服务
2024-09-30,sz.300917,60.8953804800,60.8953804800,55.8257356800,60.8953804800,21492662,1295597242.2900,2,300917,特发服务
2024-10-08,sz.300917,69.5833600000,73.0724684800,52.8932940800,73.0724684800,34737969,2407815719.2600,2,300917,特发服务
2024-10-09,sz.300917,60.5176422400,67.0982400000,58.4599628800,58.4599628800,24324650,1509562565.7000,2,300917,特发服务
2024-10-10,sz.300917,56.3227596800,59.3844275200,52.6646630400,53.9768064000,18932854,1063506057.7000,2,300917,特发服务
2024-10-11,sz.300917,52.7839488000,59.3446656000,52.6646630400,56.6309145600,18694267,1063443416.9400,2,300917,特发服务
2024-10-14,sz.300917,59.1557964800,60.9947852800,56.7700812800,57.4559744000,20543347,1215487849.2800,2,300917,特发服务
2024-10-15,sz.300917,53.8774016000,60.3287731200,53.7282944000,56.7203788800,17379310,994192853.1100,2,300917,特发服务
2024-10-16,sz.300917,59.6428800000,68.0624665600,58.4500224000,68.0624665600,29595535,1898093054.6800,2,300917,特发服务
2024-10-17,sz.300917,67.8934784000,68.2612761600,60.1597849600,60.6667494400,28823347,1836880224.2000,2,300917,特发服务
2024-10-18,sz.300917,56.9589504000,64.6131200000,55.2193664000,60.6766899200,24588632,1451560229.0800,2,300917,特发服务
2024-10-21,sz.300917,59.2452608000,62.3268096000,57.7343078400,60.5872256000,18048594,1084362325.3500,2,300917,特发服务
2024-10-22,sz.300917,60.6369280000,64.0763340800,59.1557964800,61.1339520000,18337705,1137951734.2500,2,300917,特发服务
2024-10-23,sz.300917,59.1955584000,62.1777024000,57.6547840000,59.7522252800,14704988,891983484.6600,2,300917,特发服务
2024-10-24,sz.300917,58.2512128000,62.0882380800,58.1816294400,60.1498444800,15343375,933597949.3000,2,300917,特发服务
2024-10-25,sz.300917,61.6309760000,64.6131200000,60.2790707200,60.4878208000,18484971,1159343987.7100,2,300917,特发服务
2024-10-28,sz.300917,59.0862131200,65.8656204800,59.0365107200,63.6389529600,21371066,1346792854.5900,2,300917,特发服务
2024-10-29,sz.300917,61.9093094400,65.3387750400,59.6727014400,59.8218086400,17345637,1075190831.5500,2,300917,特发服务
2024-10-30,sz.300917,58.6488320000,62.9928217600,58.4202009600,60.7860352000,14488593,890390693.8000,2,300917,特发服务
2024-10-31,sz.300917,59.1657369600,69.4640742400,58.6488320000,62.5057382400,23407968,1496319832.5400,2,300917,特发服务
2024-11-01,sz.300917,61.9391308800,67.6946688000,61.5315712000,65.6767513600,23086616,1495180767.9400,2,300917,特发服务
2024-11-04,sz.300917,65.0206796800,65.0206796800,52.7938892800,58.9371059200,17762843,1047537345.4200,2,300917,特发服务
2024-11-05,sz.300917,59.0464512000,63.6190720000,59.0464512000,62.2075238400,18043441,1119179083.9900,2,300917,特发服务
2024-11-06,sz.300917,62.0087142400,72.4462182400,61.1339520000,67.9133593600,24486867,1600212423.6500,2,300917,特发服务
2024-11-07,sz.300917,65.6071680000,78.4105062400,65.5972275200,77.0884224000,27608008,2007255916.3900,2,300917,特发服务
2024-11-08,sz.300917,79.0069350400,79.3747328000,69.9610982400,70.0108006400,22528811,1643723998.0000,2,300917,特发服务
2024-11-11,sz.300917,68.3905024000,71.3726464000,66.2334182400,68.9173478400,15081550,1028046405.3600,2,300917,特发服务
2024-11-12,sz.300917,68.2314547200,73.3607424000,67.8636569600,69.8318720000,16250660,1154103173.3400,2,300917,特发服务
